toxic,FormalCharge,TPSA,MolWt,HeavyAtoms,NHOH,HAcceptors,HDonors,Heteroatoms,AromaticRings,SaturatedRings,AromaticOH,AromaticN,LogP,kfold
0,0,33.12,214.051,13,1,2,1,4,2,0,0,1,3.2472,2
0,-1,80.59,359.486,26,2,4,2,4,0,2,2,0,2.2066,2
0,0,176.49,525.642,34,4,13,3,16,2,1,0,5,-3.405,2
0,2,121.68,342.443,25,8,2,4,6,2,0,0,0,-0.7565,2
0,0,78.89,278.312,20,0,7,0,7,2,0,0,4,0.193,2
0,0,105.9,416.359,30,3,6,1,10,3,2,0,2,-0.157,2
0,-1,223.09,644.672,44,3,14,3,19,2,2,0,4,-2.4467,2
0,-1,99.33,423.514,30,1,6,0,7,3,0,0,2,1.4941,2
0,0,0.0,498.958,26,0,0,0,18,0,0,0,0,6.3482,2
0,0,58.2,252.273,19,2,2,2,4,2,1,0,0,1.7696,2
0,-1,86.38,152.129,11,3,4,2,4,1,0,0,0,-0.6621,2
0,0,43.37,360.538,26,0,3,0,3,0,4,0,0,5.166,2
0,0,94.83,378.44,27,3,5,3,6,0,3,3,0,1.5056,2
0,0,111.19,677.945,46,0,8,0,10,0,0,0,0,9.0514,2
0,0,57.46,348.446,26,1,3,1,4,2,1,0,1,1.26352,2
0,0,106.97,521.05,36,1,7,1,8,0,3,1,0,3.9427,2
0,0,67.77,149.215,9,3,3,2,4,0,0,0,0,-1.9448,2
1,0,65.84,489.406,34,2,5,1,7,5,0,0,3,5.4964,2
1,0,133.87,778.947,57,2,11,2,12,3,2,1,1,4.7536,2
0,1,91.97,316.425,23,4,3,2,5,0,6,1,0,0.44118,2
0,1,101.5,409.89,28,4,6,2,8,1,0,0,0,1.5495,2
0,-4,220.8,509.468,36,1,13,1,14,1,0,0,0,-9.1898,2
0,0,164.1,558.517,40,5,8,3,14,3,2,0,2,-1.1476,2
0,-1,202.84,611.624,44,5,11,4,13,3,1,1,0,2.99512,2
0,-1,115.84,395.438,26,1,8,1,10,1,1,0,0,-0.7424,2
0,-1,49.36,241.266,18,0,3,0,3,2,0,0,0,2.3323,2
0,1,378.29,981.189,67,16,14,12,25,1,2,1,0,-4.2101,2
0,1,84.44,535.44,37,3,4,3,14,3,1,0,3,3.535,2
0,-1,57.2,365.836,26,0,3,0,4,2,1,0,0,4.3074,2
0,-2,207.24,433.424,28,3,12,2,15,1,1,0,1,-2.8498,2
0,-1,98.33,612.907,20,2,4,2,9,1,0,0,0,1.7807,2
0,-1,147.72,550.617,39,1,10,1,12,4,0,1,4,4.7972,2
0,1,50.97,358.502,26,2,3,2,4,1,1,1,0,1.9258,2
0,0,48.91,328.5,24,2,2,2,3,1,3,1,2,4.1181,2
0,1,72.31,428.534,30,2,5,2,8,2,1,0,0,2.6895,2
0,1,75.49,244.318,18,5,1,3,4,2,0,0,1,0.3173,2
0,1,26.56,291.802,20,1,2,1,4,2,0,0,1,1.9855,2
0,0,74.73,393.443,29,1,7,1,7,3,0,0,2,3.4051,2
0,0,88.0,181.191,13,4,3,2,4,1,0,0,0,-1.7049,2
0,1,10.92,374.961,25,1,3,1,5,2,1,0,0,3.1631,2
0,-1,108.0,379.414,26,1,7,1,9,1,2,0,0,-0.3856,2
0,1,60.71,476.37,30,2,5,2,8,3,1,0,2,3.5871,2
0,0,93.06,434.504,31,2,6,2,7,0,4,2,0,2.2747,2
0,0,20.23,60.096,4,1,1,1,1,0,0,1,0,0.3871,2
0,1,16.91,367.557,27,1,2,1,3,2,1,0,0,3.4131,2
0,0,49.41,218.256,16,1,2,1,4,1,1,0,0,1.4735,2
0,-1,193.12,526.518,38,5,10,3,11,2,1,2,0,-0.9519,2
1,0,74.73,393.443,29,1,7,1,7,3,0,0,2,3.4051,2
0,0,71.06,352.77,24,0,6,0,7,1,0,0,0,2.8103,2
0,1,65.36,411.501,30,1,5,1,7,3,1,0,3,2.17332,2
0,-1,89.82,389.512,28,2,5,2,5,1,1,2,0,2.2485,2
0,0,27.69,197.841,5,0,3,0,5,0,3,0,0,-0.9668,2
0,0,81.65,306.276,22,1,7,1,9,3,0,1,6,0.7358,2
0,0,93.03,236.231,17,2,6,2,7,2,1,1,4,-0.2105,2
0,0,123.76,198.138,14,3,5,2,8,1,0,0,0,0.19,2
0,1,77.3,302.394,22,5,3,4,4,2,0,0,0,1.9306,2
1,0,95.44,182.187,13,3,5,2,7,0,0,0,0,-1.6657,2
0,1,13.67,304.841,21,1,1,1,3,2,0,0,0,2.7778,2
0,0,86.33,383.376,26,1,6,1,10,3,0,0,3,2.8843,2
0,0,195.43,914.187,65,3,13,3,14,0,3,3,0,6.1806,2
0,-2,189.51,417.419,29,3,10,3,13,0,0,0,0,-8.783,2
0,-1,80.59,391.572,28,2,4,2,4,0,4,2,0,3.1432,2
0,0,102.28,254.246,18,2,8,2,8,2,0,2,4,-2.2131,2
0,1,61.79,260.361,19,4,3,2,4,2,0,0,1,2.0659,2
0,1,77.3,212.269,15,5,3,4,4,1,0,1,0,0.103,2
0,0,100.9,422.493,30,2,6,2,7,0,3,2,0,2.4445,2
0,1,84.32,317.435,21,3,7,2,8,1,1,1,2,-0.5237,2
0,0,61.77,233.699,15,1,3,1,6,0,1,0,0,2.2509,2
0,-2,211.54,458.423,33,6,9,5,11,1,0,3,0,-5.6881,2
0,-2,216.2,452.431,33,5,12,3,13,3,0,0,4,-2.401,2
0,1,47.87,152.217,11,4,1,2,2,1,0,0,0,0.5651,2
0,0,95.11,209.253,15,4,5,2,6,1,1,0,2,-0.1303,2
0,1,23.55,365.522,26,0,1,0,4,2,3,0,0,3.6559,2
0,1,45.71,221.324,16,3,1,2,3,1,0,0,0,1.29542,2
0,1,63.81,254.726,16,3,5,3,7,2,0,0,2,-0.2036,2
0,-1,57.2,355.41,25,0,3,0,5,2,0,0,0,3.0308,2
0,-10,833.78,1498.193,91,9,49,9,60,0,5,6,0,-19.1603,2
0,1,69.1,205.322,14,5,3,4,4,0,0,2,0,-1.3188,2
0,1,37.22,550.711,38,1,5,1,9,2,1,0,0,5.4123,2
0,1,220.02,794.956,56,6,14,6,15,0,7,5,0,0.1901,2
0,0,188.9,806.987,57,4,14,4,14,0,7,4,0,3.8181,2
0,0,75.27,224.26,16,2,3,2,5,0,1,0,0,0.961,2
0,0,140.42,547.674,38,4,8,3,11,2,2,1,0,2.3753,2
0,5,498.76,1208.539,85,28,13,18,29,1,1,2,0,-8.8288,2
0,0,77.1,345.424,24,1,5,1,7,3,0,0,3,2.89974,2
0,1,16.61,300.196589,14,2,0,1,2,1,0,0,0,2.194,2
0,6,362.83,620.698,42,25,13,13,19,0,4,7,0,-13.1961,2
0,1,20.57,266.368,20,1,2,1,3,2,1,0,1,1.0618,2
0,-1,115.67,493.005,33,2,5,2,10,2,1,0,0,4.4258,2
0,1,60.42,340.491,25,3,2,2,4,2,0,0,1,1.9448,2
0,1,172.99,355.375,25,7,9,4,11,2,0,1,4,-2.1535,2
0,0,203.06,780.949,55,6,14,6,14,0,7,6,0,2.2181,2
0,1,13.67,200.327,13,1,2,1,3,0,4,0,0,0.1431,2
0,0,60.44,428.613,31,0,4,0,4,0,3,0,0,5.9696,2
0,0,107.77,346.339,25,1,7,1,8,1,0,0,0,2.1756,2
0,0,99.13,494.531,35,1,7,1,9,0,4,1,0,2.9376,2
0,1,17.33,320.254,19,1,1,1,3,2,0,0,1,2.5106,2
1,0,139.54,285.235,20,5,9,4,10,2,1,3,4,-1.8409,2
0,0,23.79,27.026,2,0,1,0,1,0,0,0,0,0.13978,2
0,0,43.37,366.501,27,0,3,0,3,0,6,0,0,4.3059,2
0,1,24.75,387.594,26,1,3,1,5,2,1,0,0,3.484,2
0,-1,89.54,626.934,21,1,4,1,9,1,0,0,0,1.805,2
0,-1,114.62,557.642,41,3,6,3,8,4,0,2,1,4.9789,2
1,0,168.75,519.904,33,3,11,2,15,3,1,0,4,2.9113,2
0,-2,218.94,439.388,32,5,11,4,13,3,0,0,4,-2.7142,2
0,1,7.68,285.436,20,1,2,1,3,2,0,0,0,2.8223,2
0,-1,161.04,394.414,26,4,10,3,12,1,1,0,1,-1.5065,2
0,-2,153.56,277.173,18,3,9,2,10,1,0,1,2,-2.9258,2
1,0,144.6,373.266,13,8,4,4,7,0,1,0,0,0.6474,2
0,0,57.04,388.895,27,1,4,1,6,2,1,0,0,0.3964,2
0,0,20.23,178.275,13,1,1,1,1,1,0,0,0,3.639,2
0,-1,61.19,357.261,23,0,5,0,7,2,0,0,2,1.9299,2
0,1,24.67,258.385,19,2,1,2,2,1,2,0,0,1.6633,2
1,0,160.83,588.562,42,3,13,3,13,2,3,2,0,1.3386,2
0,0,15.6,386.801,25,0,2,0,8,2,0,0,0,5.0262,2
0,1,24.67,284.423,21,2,1,2,2,1,2,0,0,2.2195,2
0,1,104.46,409.528,28,4,5,2,8,2,0,0,0,1.3147,2
0,-1,102.26,347.42,24,2,5,2,8,2,0,0,1,3.31402,2
0,-1,57.2,253.277,19,0,3,0,3,2,0,0,0,1.771,2
0,0,37.38,189.214,14,0,2,0,3,1,1,0,0,1.1589,2
0,0,104.7,705.647,49,0,12,0,14,5,2,0,6,5.5773,2
0,0,143.48,405.432,28,4,7,2,10,1,1,0,0,-2.0634,2
0,0,115.04,222.251,13,3,6,2,9,1,0,0,2,-0.8561,2
0,-2,190.17,451.442,30,3,12,2,14,1,1,0,1,-3.2142,2
0,0,43.37,344.495,25,0,3,0,3,0,3,0,0,4.8401,2
0,1,21.51,206.309,15,1,1,1,2,1,0,0,0,1.1825,2
0,-1,83.22,333.161,20,2,4,1,5,2,0,0,0,1.5547,2
0,-1,112.7,322.124,20,3,5,3,9,1,0,2,0,1.07239,2
0,1,55.66,344.479,25,2,3,2,5,2,0,0,1,2.0682,2
0,0,39.19,351.471,25,0,4,0,4,2,0,0,1,4.4315,2
0,-1,66.16,292.314,22,0,4,0,4,3,0,0,1,2.6911,2
0,-1,125.46,329.741,21,3,6,2,9,2,0,0,0,0.556,2
0,0,170.06,875.106,62,3,14,3,14,0,5,3,0,5.6014,2
1,0,206.07,579.986,40,7,12,6,13,2,1,3,0,0.4231,2
0,1,33.98,379.524,28,1,2,1,4,2,2,0,0,1.7562,2
0,1,85.36,220.289,15,5,4,5,5,0,1,4,0,-2.8714,3
0,0,42.85,226.279,17,0,3,0,3,2,0,0,2,2.6371,3
0,1,7.68,371.595,25,1,3,1,4,2,1,0,0,4.4685,3
0,0,60.45,403.212,26,1,4,1,9,2,1,0,1,5.0309,3
0,0,64.43,303.293,22,0,5,0,7,2,0,0,2,1.7737,3
0,-2,83.42,96.97790727,5,1,3,1,5,0,0,0,0,-2.1926,3
0,0,104.55,246.194,17,3,6,3,8,1,1,2,2,-1.6836,3
0,1,66.08,533.48,36,1,7,1,10,3,2,0,3,3.0456,3
0,1,88.33,184.215,13,6,3,4,4,1,0,1,0,-0.2384,3
1,0,163.18,444.488,32,8,10,8,10,2,0,2,0,-0.1392,3
0,1,27.64,136.218,10,3,0,1,1,1,0,0,0,0.8595,3
0,0,90.37,211.221,15,3,6,2,6,1,1,1,2,-0.5046,3
0,1,44.98,411.591,29,2,4,2,5,2,1,1,0,3.5593,3
0,1,56.76,427.568,32,3,2,2,4,3,1,0,0,2.5404,3
0,-1,45.06,206.265,15,0,3,0,3,1,1,0,1,2.55032,3
0,0,178.0,444.488,32,8,8,6,10,2,0,2,0,-3.4556,3
1,0,146.39,729.908,52,3,12,2,12,0,10,1,0,3.438,3
0,1,100.16,329.42,24,6,3,4,5,2,0,1,0,1.1092,3
0,1,207.46,561.701,39,8,8,6,14,0,0,0,0,0.2053,3
0,-2,106.54,334.283,25,0,6,0,6,4,0,0,0,1.6374,3
0,0,36.1,260.362,18,1,2,2,4,2,0,0,1,2.3725,3
0,0,105.51,290.323,21,4,7,2,7,2,0,0,2,1.2576,3
0,0,118.69,431.948,26,3,6,2,11,2,0,0,0,2.4335,3
0,0,49.33,75.067,5,2,2,2,3,0,0,0,0,-0.4883,3
0,-1,109.15,293.328,20,2,6,1,8,2,0,0,2,1.2395,3
0,0,29.46,430.717,31,1,2,1,2,1,0,0,0,8.84026,3
0,0,67.16,231.255,17,2,4,2,5,2,0,0,1,1.41762,3
0,1,55.52,212.342,14,4,3,2,4,1,0,0,1,0.556,3
0,0,43.37,310.393,23,0,3,0,3,2,0,0,0,4.4484,3
0,5,213.75,480.627,33,16,7,8,12,0,2,3,0,-7.4035,3
0,-1,81.59,313.72,22,1,4,1,6,2,0,0,0,1.248,3
0,0,118.36,421.422,27,4,5,3,12,2,0,0,0,1.6254,3
0,0,39.82,293.37,22,0,4,0,4,3,0,0,3,3.12852,3
0,1,89.44,352.451,25,3,5,2,6,1,0,1,0,1.8162,3
0,0,0.0,320.046,18,0,0,0,4,2,0,0,0,5.929,3
0,-1,62.13,256.281,19,0,4,0,4,2,0,0,1,0.85692,3
0,1,24.67,529.959,35,2,1,2,5,3,0,1,0,7.7346,3
0,-3,140.62,189.099,13,1,7,1,7,0,0,1,0,-5.2526,3
0,1,4.44,288.414,22,1,0,1,1,2,1,0,0,3.2808,3
0,0,0.0,136.296,3,0,0,0,3,0,0,0,0,1.3765,3
1,0,119.31,303.681,20,4,8,3,10,2,1,2,4,-0.3494,3
0,-1,87.15,248.287,17,2,4,1,6,2,0,0,1,2.0579,3
0,-1,91.33,213.238,14,2,4,1,6,1,0,0,0,0.8777,3
0,1,24.75,297.422,22,1,1,1,3,1,3,0,0,1.2394,3
0,0,17.82,411.785,25,0,3,0,6,3,0,0,2,6.637,3
0,0,26.3,228.291,17,0,2,0,2,2,0,0,0,3.37,3
0,1,59.7,309.433,23,4,1,2,3,2,0,0,0,2.1904,3
0,1,43.13,302.394,22,2,3,2,4,1,2,1,0,0.308,3
0,0,83.55,258.233,19,1,4,1,6,1,1,0,0,0.0878,3
0,0,37.3,302.458,22,1,2,1,2,0,3,1,0,4.2693,3
0,0,43.37,300.398,22,0,3,0,3,0,3,0,0,3.5899,3
0,0,74.87,389.411,29,1,4,1,7,3,1,0,1,2.2113,3
0,0,60.69,416.646,30,3,3,3,3,0,3,3,0,5.5606,3
1,0,87.9,347.367,25,0,6,0,7,2,0,0,0,3.4836,3
0,0,67.77,171.24,12,3,2,1,3,0,1,0,0,-0.6812,3
0,0,93.06,434.504,31,2,6,2,7,0,4,2,0,2.4188,3
0,1,114.1,489.622,34,2,7,2,11,3,1,0,4,0.65332,3
0,1,56.73,471.025,33,1,6,1,8,3,1,0,3,2.1348,3
0,1,92.27,313.418,22,4,4,2,6,0,0,0,0,0.5686,3
0,0,92.5,365.842,24,3,4,2,8,2,0,0,0,2.0834,3
0,1,113.74,269.281,19,5,7,5,8,1,1,3,2,-2.9084,3
0,-1,66.43,302.133,19,0,4,0,6,1,0,0,0,2.271,3
0,-1,52.16,295.145,19,1,3,1,5,2,0,0,0,3.40892,3
0,0,66.48,262.309,19,1,3,1,5,0,1,0,0,1.3066,3
0,-4,333.87,598.469,35,2,21,2,25,0,2,2,0,-6.181,3
0,0,60.44,314.362,22,0,4,0,5,2,0,0,0,2.5577,3
0,-2,264.5,461.354,30,6,15,6,17,0,2,5,0,-7.0538,3
0,0,34.14,79.865,3,0,2,0,3,0,0,0,0,-0.2401,3
0,0,120.32,305.164,16,4,4,2,10,1,0,0,0,0.2882,3
0,4,174.54,509.49,34,14,0,10,12,2,0,0,0,-3.1034,3
1,0,40.54,273.376,20,1,2,1,3,1,0,0,0,3.9429,3
0,0,35.53,290.403,21,0,3,0,3,1,0,0,0,4.468,3
0,0,111.43,307.287,21,1,7,1,9,2,0,0,1,2.2289,3
0,0,58.2,242.344,16,2,3,2,5,0,1,0,0,1.3499,3
0,-1,66.15,569.926,17,2,3,1,6,1,0,0,0,2.4012,3
0,-1,155.07,464.564,32,4,7,3,10,1,1,0,0,-2.3262,3
0,1,26.56,271.384,20,1,2,1,3,2,0,0,1,1.5062,3
0,0,9.23,361.393,14,0,1,0,5,1,0,0,0,4.4215,3
1,0,77.23,398.482,29,3,3,3,7,2,0,0,1,3.33494,3
0,0,100.9,434.504,31,2,6,2,7,0,3,2,0,2.4665,3
0,1,63.14,292.399,21,3,3,2,4,1,0,1,0,1.3072,3
0,0,60.69,92.094,6,3,3,3,3,0,0,3,0,-1.6681,3
0,0,60.69,412.614,30,3,3,3,3,0,4,3,0,5.0906,3
0,0,49.33,151.165,11,2,2,2,3,1,0,0,0,1.3506,3
0,2,30.61,321.896,22,3,1,2,4,2,0,0,1,2.8126,3
0,0,83.09,399.443,29,1,6,1,7,2,0,0,0,2.8716,3
0,1,95.41,183.178,12,6,2,2,6,0,0,0,0,-2.9958,3
0,0,189.06,510.481,35,3,12,2,15,1,1,0,0,-0.1683,3
0,1,34.73,303.43,22,1,4,1,5,2,1,0,2,0.7976,3
0,1,38.03,178.259,13,3,0,3,3,1,0,0,0,-0.938,3
0,0,88.0,195.218,14,4,3,2,4,1,0,0,0,-1.3148,3
0,-2,148.38,215.941,13,0,7,0,8,0,0,0,0,0.2985,3
0,0,109.57,439.89,25,3,6,2,14,1,0,0,0,1.655,3
0,1,36.87,180.271,13,3,1,1,2,1,0,0,0,1.31264,3
0,1,68.1,154.189,11,5,2,3,3,1,0,0,0,-0.1178,3
0,1,16.61,172.251,13,2,0,1,1,1,0,0,0,0.8705,3
0,1,7.68,315.868,22,1,1,1,3,2,0,0,0,3.1113,3
0,1,91.66,665.915,48,1,7,1,9,3,1,0,3,7.69642,3
0,0,84.6,315.716,22,1,4,1,7,2,0,0,0,3.0377,3
0,0,72.68,180.167,13,1,5,1,6,2,0,0,4,-1.0397,3
0,-1,100.06,775.864,24,3,4,1,9,2,0,0,0,1.8738,3
0,-1,176.34,454.466,30,3,12,2,14,1,1,0,1,-1.9572,3
0,-2,154.78,402.448,28,2,10,2,11,0,1,1,0,-7.5786,3
0,-1,197.07,1267.875,43,5,8,5,19,2,0,1,0,2.1106,3
0,0,118.05,238.159,17,1,6,1,9,1,1,0,0,0.0735,3
0,0,100.9,446.584,32,2,6,2,6,0,3,2,0,3.5227,3
0,1,30.74,354.514,26,1,2,1,3,2,0,0,0,3.2375,3
0,0,0.0,236.423819,2,0,0,0,2,0,0,0,0,0.3087,3
0,1,46.31,257.1,16,2,2,2,6,1,1,0,0,0.0069,3
0,0,40.13,117.148,8,0,2,0,3,0,0,0,0,-1.5575,3
0,0,130.05,277.284,20,5,7,4,8,2,1,2,4,-0.8278,3
0,1,13.67,344.906,24,1,1,1,3,2,1,0,0,3.6873,3
0,-2,158.9,421.189,27,2,8,2,12,1,0,1,0,0.15339,3
0,0,34.14,296.41,22,0,2,0,2,0,3,0,0,4.0295,3
0,0,71.06,330.364,19,0,8,0,9,0,0,0,0,2.1218,3
0,1,37.11,388.894,27,1,2,1,6,2,0,0,0,2.5878,3
0,1,158.53,230.639,15,9,5,5,9,1,0,0,2,-2.902,3
0,-1,155.07,443.415,32,2,9,2,12,3,0,0,4,0.27952,3
0,0,117.18,349.412,24,4,5,2,8,1,2,0,0,-1.7334,3
0,1,65.99,295.403,21,3,4,2,5,1,0,0,0,1.1391,3
0,0,331.9,926.107,65,13,17,11,18,0,1,10,0,-1.2732,3
0,0,20.23,326.609,23,1,1,1,1,0,0,1,0,7.8006,3
0,0,92.68,414.41,30,1,8,1,8,2,1,1,0,2.4092,3
0,1,167.95,671.863,49,7,6,6,11,3,2,1,1,1.6753,3
0,0,168.66,789.099,32,6,8,6,14,1,1,4,0,-0.0288,3
0,0,81.98,319.336,23,2,5,1,7,2,1,0,1,-1.0926,3
0,0,9.23,164.966,8,0,1,0,5,0,0,0,0,2.0293,3
0,0,27.05,387.719,23,0,4,0,7,3,0,0,2,5.8629,3
0,0,180.97,557.607,37,3,14,2,16,1,1,0,1,0.827,3
0,0,27.69,380.871,27,0,3,0,4,3,0,0,0,5.8678,3
1,0,98.66,361.034,23,4,4,4,9,1,0,0,0,1.2661,3
0,1,13.67,282.407,21,1,1,1,2,2,1,0,0,2.4697,3
0,-1,104.76,328.385,23,1,6,1,7,0,1,0,0,1.3483,3
0,1,24.67,222.352,16,2,1,2,2,1,0,0,0,1.6664,3
0,0,36.92,382.462,24,0,4,0,6,0,0,0,0,4.0962,3
0,0,115.7,700.791,51,1,12,1,14,5,2,1,6,4.5732,3
0,1,10.92,408.513,28,1,3,1,7,2,1,0,0,3.5285,3
0,1,28.64,87.146,6,3,1,2,2,0,1,0,0,-1.847,3
0,0,20.23,384.648,28,1,1,1,1,0,3,1,0,7.619,3
0,0,186.46,390.36,28,6,12,5,13,3,1,3,6,-2.4347,3
0,1,492.03,1312.481,95,21,14,18,31,6,2,1,4,-4.2142,3
0,-1,85.52,410.465,30,2,5,2,6,3,0,2,1,3.2934,3
0,0,32.67,284.746,20,0,2,0,4,2,0,0,0,3.1538,3
0,0,34.14,312.453,23,0,2,0,2,0,2,0,0,4.4995,3
0,1,13.67,286.782,20,1,1,1,3,2,1,0,0,2.8414,3
0,1,59.56,236.339,17,4,2,3,4,1,0,0,0,-0.0767,3
0,0,115.54,339.366,22,2,8,1,10,0,3,0,0,-0.3954,3
0,2,50.84,337.895,23,4,2,3,5,2,0,1,1,1.785,3
1,0,35.53,232.279,17,0,3,0,3,0,0,0,0,2.6648,3
0,-2,207.97,505.525,35,3,12,3,15,0,0,0,0,-8.7498,3
0,1,55.3,268.377,19,3,3,2,4,1,0,1,0,0.587,3
0,1,46.53,318.437,23,1,3,1,4,1,2,1,0,2.4563,3
0,1,115.4,587.697,43,2,8,2,10,3,2,1,2,2.674,3
0,1,44.98,478.056,34,2,2,2,5,3,1,1,0,3.6709,3
0,-1,75.77,513.621,39,0,6,0,6,6,0,0,4,5.92972,3
0,0,137.41,365.411,25,5,6,3,9,1,2,0,0,-2.0278,3
1,0,106.35,581.069,40,2,8,2,11,5,0,0,2,6.1391,3
0,0,100.9,432.557,31,2,6,2,6,0,3,2,0,3.1326,3
1,0,60.69,416.646,30,3,3,3,3,0,3,3,0,5.7047,3
0,0,77.65,325.434,22,1,4,1,7,0,3,0,0,-1.8479,3
0,0,46.26,337.463,25,1,3,1,3,1,3,1,1,4.221,3
0,1,55.3,266.361,19,3,3,2,4,1,0,1,0,0.9629,3
0,-2,129.67,382.419,25,1,8,1,10,1,2,0,0,-2.1214,3
0,0,116.2,488.577,35,1,8,1,8,0,3,1,0,3.6993,3
0,1,33.54,277.432,20,2,1,2,3,1,0,0,0,2.33534,3
0,0,101.29,289.744,18,4,4,3,8,1,0,0,0,0.8788,3
0,0,72.19,178.191,13,3,2,2,4,1,0,0,0,0.424,3
0,2,454.71,1572.366,112,19,14,18,32,5,1,1,1,-1.5661,3
0,0,43.37,101.961,5,0,3,0,5,0,0,0,0,-1.0676,3
0,-1,194.05,545.579,37,3,12,2,15,2,1,0,2,-2.6339,3
0,0,109.49,338.772,22,4,4,3,8,2,0,1,0,0.9242,3
0,-2,80.26,180.206,10,0,6,2,6,0,0,0,0,-2.917,3
0,0,46.53,306.446,22,1,3,1,3,0,4,1,0,3.5431,3
0,0,39.37,30.006,2,0,1,0,2,0,0,0,0,-0.4471,3
1,0,151.14,324.341,23,5,9,3,10,2,0,0,4,-0.7976,3
0,0,96.22,500.554,35,3,6,3,9,1,1,3,0,4.4274,3
1,0,140.65,589.722,42,3,9,3,12,4,1,0,3,4.09432,3
0,1,97.53,318.393,23,6,4,5,5,2,0,1,0,1.4231,3
0,0,43.37,406.566,30,0,3,0,3,1,3,0,0,5.6728,3
0,-1,269.49,1057.044,72,6,18,6,20,1,2,5,0,5.6024,3
0,0,38.05,136.198,10,3,2,2,2,1,0,0,0,0.6924,3
0,0,81.98,359.401,26,2,5,1,7,2,2,0,1,-0.08068,3
0,0,198.38,785.891,57,5,13,5,14,4,0,2,2,6.15784,3
0,-1,109.69,218.229,15,3,5,3,6,0,0,2,0,-2.378,3
0,0,107.44,214.227,12,5,4,2,7,0,0,0,0,-3.2563,3
0,1,63.14,342.459,25,3,3,2,4,2,0,1,0,2.2152,3
0,0,54.37,344.495,25,1,3,1,3,0,3,1,0,3.9403,3
0,0,84.32,224.216,16,2,5,2,6,1,0,1,2,-0.70908,3
0,-1,52.49,46.005,3,0,3,0,3,0,0,0,0,0.2506,3
0,1,86.69,417.534,30,1,7,1,9,2,1,0,4,-0.0332,3
0,5,276.27,472.56,32,20,9,10,14,0,3,5,0,-9.8798,3
0,0,40.46,406.907,21,2,2,2,8,2,0,0,0,6.609,3
0,-1,53.02,122.103,9,0,3,0,3,1,0,0,1,-0.5549,3
0,0,100.9,476.585,34,2,6,2,7,0,3,2,0,3.6368,3
0,0,123.2,236.136,16,0,8,0,10,0,2,0,0,-1.0622,3
0,0,106.97,488.621,35,1,7,1,7,0,3,1,0,4.0935,3
0,0,107.41,236.278,14,2,6,1,9,1,0,0,2,-1.4238,3
0,1,7.68,319.881,21,1,2,1,4,2,0,0,0,3.4773,3
0,-1,81.26,243.308,16,2,4,2,6,0,2,0,0,-0.5379,3
0,0,72.55,229.235,17,3,4,2,4,2,0,0,0,2.1936,3
0,0,103.55,371.393,27,1,8,1,8,2,0,0,2,2.5822,3
0,0,202.45,835.944,60,3,14,3,15,2,3,2,0,4.5678,3
0,1,82.57,451.353,30,4,5,2,9,3,1,0,3,4.0115,3
0,1,94.4,240.279,17,5,4,3,5,1,0,0,0,0.204,3
0,-2,148.54,560.69,38,0,8,0,10,1,4,0,0,3.5544,3
0,0,89.79,205.254,14,4,4,4,5,0,0,3,0,-1.1356,3
0,1,16.61,278.419,21,2,0,1,1,2,0,0,0,3.1852,3
0,0,40.46,266.34,20,2,2,2,2,2,0,0,0,4.6046,3
0,1,69.25,199.322,14,5,1,3,4,0,1,0,0,-1.3935,3
0,-1,153.37,461.505,31,2,11,2,13,2,1,1,4,-1.5603,3
0,1,42.23,462.564,34,2,2,2,6,4,1,0,2,4.4399,3
0,0,94.83,392.467,28,3,5,3,6,0,3,3,0,1.8957,3
0,0,241.96,1030.303,73,4,16,4,17,0,3,4,0,5.7224,3
0,1,30.74,290.427,21,1,2,1,3,1,1,0,0,2.5071,3
0,0,235.44,665.733,47,8,13,6,14,0,3,5,0,-1.9318,3
0,0,282.21,943.09,66,9,19,9,19,0,8,9,0,0.0423,3
0,0,158.13,810.466,56,2,11,2,13,0,3,2,0,5.7194,3
0,0,143.72,244.207,17,5,8,4,9,1,1,3,3,-3.0115,3
0,0,95.1,247.276,16,0,6,0,8,1,0,0,2,0.53442,3
0,-1,43.37,303.209,19,0,3,0,5,1,0,0,0,2.0432,3
0,0,82.28,258.324,16,2,5,1,7,2,0,0,1,1.3424,3
0,0,76.78,329.44,24,2,4,2,4,0,4,2,0,3.46688,3
0,0,115.42,277.269,19,1,8,1,10,3,0,0,6,1.1458,3
0,0,0.0,100.014,6,0,0,0,4,0,0,0,0,1.991,3
0,0,6.48,296.552,16,0,4,0,6,0,0,0,0,3.6212,3
0,0,112.14,440.606,30,3,5,2,8,1,1,0,0,0.5896,3
0,1,77.3,240.323,17,5,3,4,4,1,0,1,0,0.8816,3
0,1,66.76,356.442,26,2,4,2,5,1,3,1,0,1.67,3
0,0,60.44,416.583,29,0,5,0,5,0,4,0,0,4.8523,3
1,0,191.26,427.417,31,7,6,6,11,3,0,0,3,0.6664,3
0,0,73.58,169.18,12,3,4,3,4,1,0,2,1,0.08022,3
0,0,93.06,436.52,31,2,6,2,7,0,4,2,0,2.4987,3
0,2,358.32,1098.363,77,18,12,13,23,5,1,1,1,-0.612,3
0,0,60.44,372.505,27,0,4,0,4,0,3,0,0,4.2667,3
1,0,219.84,473.446,34,8,9,7,14,2,0,0,2,-0.7311,3
0,1,77.3,184.215,13,5,3,4,4,1,0,1,0,-0.6756,3
0,1,63.5,304.366,22,2,4,2,5,1,3,1,0,-0.499,3
