Unnamed: 0,toxic,FormalCharge,NHOH,HAcceptors,AromaticRings,SaturatedRings,AromaticOH,AromaticN,kfold,MolWt_tran,LogP_tran,TPSA_tran
227,0,1,4,5,3,3,1,1,1,1.0697359151353307,-0.3739697090447854,0.5858896320811715
923,0,1,2,3,1,2,1,0,1,-0.1985823983219987,-0.4593145483625993,-0.6053349502496441
472,0,1,2,1,2,0,0,0,1,-0.4305325694279561,0.3201679807750252,-1.309941877755549
596,0,-1,0,4,2,0,0,0,1,-0.4881781620133574,0.0659752425861304,-0.3078418764138155
347,0,1,3,4,1,0,0,0,1,-0.1550019953843187,-0.0445864301381311,-0.1480775584203751
1017,0,-1,2,5,3,0,2,1,1,0.3856648558906784,0.6296592180723287,0.1582017218060974
34,0,2,8,2,0,0,0,0,1,-1.5170773445533137,-1.4551601361334163,0.1114761295177266
1403,0,0,4,8,2,1,2,4,1,-0.3059620763898334,-0.6401470251738819,0.584766969201959
874,1,0,7,12,2,1,3,0,1,1.0605845348269425,-0.4227386068056338,1.3737263217881932
1246,0,1,3,3,1,0,1,0,1,0.2652164699694546,0.4133267372040583,-0.0664449289098566
738,0,0,1,2,0,1,0,0,1,-1.6053632751980536,-0.414358753483812,-0.535701060419185
385,0,0,1,2,0,2,1,0,1,-0.2235799618460348,0.7684602717405463,-0.7494180827247128
826,0,1,2,0,1,0,0,0,1,-0.2123874516499302,0.2009236632234504,-1.4502642751600034
696,0,1,2,2,1,1,0,0,2,-0.4661288305509972,0.1760422074404944,-0.610509576106579
541,0,-1,3,4,1,0,0,0,2,-1.0346904300226378,-0.894136249701135,0.2920375744377052
1136,0,-1,3,4,1,0,0,0,2,-1.4704345979803863,-0.7406475183497762,0.1704643868330532
1448,0,0,0,3,1,0,0,0,2,0.659697361139297,3.18675839626667,-0.7963422502669112
767,0,1,16,14,1,2,1,0,2,2.115667649517607,-1.5737338886940515,2.3976904114162045
652,0,2,0,12,4,0,0,0,2,2.004708143893533,2.717145679822683,0.6631501616014837
38,0,3,19,12,0,3,7,0,2,1.076241615285384,-3.13957399614124,2.202897715516187
97,0,0,2,3,0,3,2,0,2,0.0041493453274631,0.6452414129148677,-0.3015338530813404
903,0,1,4,3,1,0,0,1,2,-0.8602825914418412,-0.3797527481132618,-0.3403696538836996
917,0,-1,2,4,2,0,0,1,2,-0.5694599115508079,0.1497319009772585,0.1813686759087067
118,0,0,6,6,0,0,6,0,2,-1.1423679072550732,-1.4388667508552988,0.6078675891714369
362,1,0,1,9,3,2,1,2,2,1.0832727647948228,0.9555001420245048,0.5264625810884282
1402,1,0,3,6,2,3,1,0,2,1.0528658554221622,1.1605234572446692,0.5858896320811715
115,0,-1,2,4,1,0,0,0,2,1.1697432486354111,-0.1678901095096371,0.3323221479318967
909,0,1,3,5,1,0,1,0,2,0.0928735436647777,0.0599695024220871,0.2133897913562951
469,0,1,1,1,2,0,0,1,2,-0.3723306741694179,0.2798248050368823,-1.4175350884889713
741,0,0,1,2,2,0,0,1,2,-0.8454481769586095,0.6111425269303201,-0.8630002255332152
381,0,1,2,1,1,1,0,0,2,-1.182145902724521,-0.3290681199435775,-1.088057448253429
872,0,-1,3,6,2,0,0,0,2,-0.0342073063262284,-0.3797527481132618,0.6525709325061957
1164,0,1,1,1,2,0,0,0,2,-0.1098742223647691,0.82335630666984,-2.2705031364538315
484,0,-3,2,7,0,0,1,0,2,-0.1138934886378061,-1.4080765736590857,0.9111158245428268
190,0,0,2,3,3,1,1,0,2,0.3807998266848708,1.2917257711175585,-0.240948102455992
305,0,1,3,4,1,2,1,0,2,-0.0420345241154872,-0.587972387518893,-0.0605490633616263
266,0,0,2,5,2,0,0,0,2,0.5136101916908561,-0.4911239107827632,0.3960553803866373
377,0,1,1,2,2,0,0,0,2,0.0981940910702598,0.8528349019300763,-1.9744109041007016
873,0,0,3,14,0,5,3,0,2,1.883077735625197,1.600492284068882,1.0831247924720313
270,0,2,2,4,0,6,1,0,2,0.8861420795717662,0.5089751213715177,-0.2514344733057664
895,0,-2,0,6,4,0,0,0,2,-0.008149423345507,-0.0054379020731714,0.4353921155436362
734,0,0,2,4,0,0,2,0,2,-0.8090996229221715,-0.1463639171960161,-0.1348332708020399
607,0,1,4,8,1,2,0,0,2,0.6339125202379394,-0.3722354806154733,0.7925099234303415
348,0,0,2,7,1,2,0,0,2,0.6342838504381378,-0.5449067818429201,0.3960553803866373
658,0,-1,2,4,1,0,0,0,2,1.1698854314563565,0.0619215148964411,0.1716005812361133
801,0,-2,3,10,0,0,0,0,2,0.4181203042601722,-2.482454994316816,1.2451274269830162
13,0,1,2,5,3,0,0,0,2,0.9836156818542604,1.6138560802362742,0.2218187276037222
209,0,1,2,7,2,0,0,0,2,0.6915443237320794,0.226175555033378,0.5032420416305599
1298,0,2,2,2,2,0,0,0,2,0.9110707426255468,1.1856051406961166,-0.2888066685655099
638,0,-1,3,10,1,1,0,1,2,0.2492394021555352,-1.0515008220187214,0.9015439454717404
153,0,-2,4,12,1,0,3,4,2,0.5823554493547457,-1.279830252058565,1.4308096166359496
1280,0,-1,1,13,1,1,0,4,2,0.6505446564288717,-1.0927135974421172,1.0490266548155878
921,0,0,0,2,2,0,0,0,2,-0.7259738595729474,0.6604493478219216,-1.0725874867875456
1,0,1,2,2,0,0,0,0,2,-0.5168862159320574,-0.551493628130841,-0.2525424736495229
628,0,0,3,12,0,3,3,0,2,1.7119585628820522,1.1855203147071445,1.1538326354209634
976,0,-1,3,4,2,0,0,0,2,1.6401913551751135,0.0812236772862846,0.3545480527550591
995,0,1,3,4,1,0,0,0,2,-0.2428337307154245,-0.1828227774464457,-0.1480775584203751
835,0,0,1,7,1,0,0,0,2,0.0594430608707685,0.1939763975680064,0.450330440954569
282,0,0,2,2,0,1,0,0,2,-1.2664477196722037,-0.5913524420176066,-0.193464848350906
370,0,1,18,15,6,2,1,5,2,2.733566160789651,-1.2196533895562502,2.716171417867887
897,0,0,4,7,2,0,0,2,2,-0.2756076311703471,-0.14133312523494,0.4227858285099539
46,1,0,6,10,2,1,2,4,2,0.160968054295248,-1.011224270834229,1.217390074331668
708,1,0,0,7,3,2,0,2,2,0.888529404083565,1.0032546607800763,-0.0959202850856421
232,0,1,5,6,0,2,3,0,2,0.457474100666455,-0.8369263048701286,0.3974264368917977
1451,0,0,1,6,3,0,1,5,2,0.0757945662394255,0.194466968609353,0.0272584729106356
712,0,0,6,6,0,0,6,0,2,-1.1423679072550732,-1.4388667508552988,0.6078675891714369
49,1,0,4,8,2,2,0,0,2,1.490113908174781,0.349843185133437,0.9800398151622112
901,0,0,1,2,1,0,0,0,2,0.4787990112414038,3.082160470621153,-0.9711917128969484
1388,0,-1,1,7,2,2,0,1,2,0.4974389895297463,-0.1566443395274211,0.5422777053078265
416,1,0,4,3,3,0,0,1,2,0.0764400042844433,0.6432398355200648,0.0339036675168851
1096,0,0,2,5,2,0,0,1,2,-0.4952895169478145,-0.1113679075890285,0.1111817908603667
803,0,0,2,8,2,0,2,4,2,-0.5250941528167867,-1.1281823549781118,0.3826629743887572
398,0,0,2,5,0,2,0,0,2,0.1780039116353395,-0.6745886955048179,0.3960553803866373
336,0,1,3,2,2,0,0,0,2,-0.5541757333087904,-0.3825577660873314,-0.6029891166135313
649,0,1,1,1,2,1,0,1,2,-0.2684980857317364,0.2375296723252404,-1.4175350884889713
560,0,1,17,14,1,2,0,0,2,2.171146537113164,-1.5982559134272345,2.5056795494768287
502,0,0,5,4,1,0,0,0,2,-0.8701087708148154,-0.9832037031526452,0.4558852200782158
54,0,0,5,7,2,0,2,4,2,-0.5323527527506127,-0.9082099683699744,0.7016120248233587
1055,0,-1,6,18,1,2,5,0,2,2.267938156358409,1.60093024240294,1.8055936084604092
1264,0,0,1,5,0,3,1,0,2,0.423143087773866,0.7105654825645944,0.0873151034441456
330,1,0,1,6,4,1,0,3,2,0.8926988461788216,1.1081718167512415,-0.151882190176165
294,0,2,3,6,4,0,0,0,2,1.162764549581216,1.4621321328225083,0.1043976109789292
1365,0,1,1,2,2,1,0,0,2,-0.2297952545958585,0.4434399348214995,-1.9744109041007016
458,0,2,7,0,0,0,0,0,2,-1.737111641412712,-1.6716467389545642,0.2548545960893347
975,0,0,1,5,2,0,0,4,2,-1.162628305241033,-0.8400498052443586,-0.0365351895865812
860,0,0,0,2,1,1,0,0,2,-1.0728212314541676,-0.175922159782033,-0.7473352098368471
185,0,1,1,1,2,1,0,1,2,-0.3478865622188174,0.317788866369962,-1.4175350884889713
112,0,-1,5,9,2,1,2,0,2,0.7552985345251808,-0.8195354151425007,1.1996176186426728
1362,0,-1,2,5,1,0,0,0,2,-0.2563433649299479,-1.3922563334157037,0.5218189553633359
315,0,2,3,2,2,1,0,0,2,-0.1163148859913709,-0.4032671013285624,-0.6072144330355628
1005,0,0,0,3,3,0,0,0,2,0.2415244229850294,1.717636689877354,-1.02697679169525
354,0,0,2,6,2,1,0,2,2,-0.0893208278588788,-1.0048209054221189,0.2870019989040915
1320,0,1,4,1,1,0,0,2,2,-2.0162710849773178,-0.7789948891231971,-0.3247928302038568
176,0,1,2,2,1,1,1,0,2,-0.4517662343447329,-0.155423927458478,-0.8410576334382504
1152,0,0,2,3,1,0,0,2,2,-0.5409509917878498,-0.4469284876607292,-0.0975924677465857
1262,0,1,2,1,1,2,1,0,2,-0.1364160929120591,0.335085679526155,-1.1283030645647905
1065,0,1,1,7,2,1,0,4,2,0.4186527615683626,-0.5637211585089847,0.1748628889990001
1001,0,0,2,5,2,1,0,1,2,-0.0951907307313994,-0.8536615294890306,0.1067604611212259
861,0,0,0,12,5,2,0,6,2,1.4500616263533928,1.5899415760657294,0.4128090312196201
717,0,1,6,3,0,0,3,0,2,-1.8646706368462465,-1.321621849302022,0.1979440326645497
705,0,0,1,7,1,1,0,0,2,0.4912800572794145,-0.4060707969024515,0.3352933610638121
122,0,0,0,2,1,0,0,0,2,0.4131316915762014,1.8109916437991955,-1.0725874867875456
967,0,-2,0,7,0,0,0,0,2,-0.8291709251486923,-0.4623050002480675,0.8857091911385314
847,0,-1,4,10,1,1,0,1,2,0.3087421262286117,-0.9579013022744044,1.0033622082590918
117,0,1,1,3,2,0,0,0,2,-0.0744665824408369,0.2246961407626692,-0.9323180723226874
683,1,0,1,4,1,0,1,0,2,-0.2949786551301829,0.0725416969836244,-0.6337945703340978
672,0,0,1,10,1,0,1,0,2,1.1823923490752997,1.1197969733622564,0.3954318215474736
1023,0,2,4,2,2,0,1,1,2,0.0123375726668368,0.0484936009703184,-0.4348969544931358
1274,0,0,5,5,1,1,0,0,2,0.3621521275257897,-1.3487254660484675,0.8513089584795288
1126,0,1,2,2,3,1,0,1,2,0.2549314890987654,0.2807432588743632,-0.363047897849423
313,0,0,5,10,2,1,3,4,2,-0.2309146390915436,-1.0708873623772477,0.889440988315345
83,0,0,1,5,3,0,0,3,2,0.1305010360607278,0.5085877348633642,0.0331323539374172
1100,0,0,0,4,0,0,0,0,2,-0.2354940266904052,0.7621859016955015,-2.072701023214551
714,0,1,2,3,1,2,1,0,2,-0.2752174181746273,-0.3934863758676692,-0.4321881282803704
274,0,1,1,2,2,0,0,0,2,-0.0593868714189985,0.2776746084488518,-0.7452555269070418
617,1,0,4,5,2,1,0,0,2,0.6301621246530972,0.7342882787920689,0.1482981051510264
109,0,1,5,3,1,0,1,0,2,-0.4308627348073669,-0.716848614561305,0.209506768077543
656,0,0,0,3,1,0,0,0,2,-0.6119540739601487,0.5367351191721604,-0.7963422502669112
187,0,1,3,3,3,0,0,1,2,0.1167452319105672,0.8197495118380885,-0.4612017566992143
436,0,1,4,4,1,3,2,0,2,0.1252052642144676,-0.4649140695751956,-0.0097022384735189
173,0,-1,2,5,1,0,0,0,2,0.0762923373039181,-1.0159638889640117,0.5218189553633359
545,0,0,0,2,2,1,0,0,2,-0.062874007416584,0.890448062449497,-0.8758276768205575
524,0,-1,3,15,2,1,0,5,2,0.8099657831470851,-1.126159144861886,1.2779460636670228
1302,0,-2,0,8,3,0,0,1,2,0.1824485550657269,-0.6102790817209699,0.7269612246883358
350,0,-2,0,4,0,0,0,0,2,-0.7335120682096198,-0.4924558474887947,-0.0407279986705523
200,0,-1,2,10,2,0,0,4,2,1.4841998999318424,1.457068878914934,1.1372715187068707
435,0,0,0,3,3,0,0,2,2,0.4121659582207363,1.978997606078785,-1.047770762564312
256,0,2,3,2,2,1,0,0,2,-0.039375794868795,-0.4345325989068573,-0.8472097505296593
829,0,-1,2,5,2,1,0,0,2,0.7415269475270065,1.095447609890631,0.5434267311901605
1258,0,0,1,3,0,0,1,0,2,-1.8344710442240493,-0.490906992302307,-1.2945606902145497
290,0,1,1,1,2,0,0,0,2,-0.2425329758119396,0.3965648419474587,-1.9744109041007016
822,0,0,2,3,0,1,0,0,2,-0.7590713430148267,-0.2442977047490358,0.0046490319386563
1101,0,0,3,5,1,1,0,0,2,0.5227957543055808,-0.3687634713368463,0.5024197925015002
25,0,1,1,2,0,2,0,0,2,-0.148443633772263,0.5068803028099124,-0.9323180723226874
1024,1,0,0,3,0,0,0,0,2,-0.693762443376932,0.3813575436030467,-0.7963422502669112
183,0,1,3,2,1,0,0,0,2,-0.703182882496287,-0.4156771777151765,-0.7305291161164493
1247,0,0,1,5,1,2,0,0,2,0.0092651896296992,-0.1882157172960665,-0.0620209996156803
836,0,0,1,7,0,4,1,0,2,0.7475649334358558,0.4881313681031258,0.3426351101942135
1227,0,1,1,6,2,1,0,3,2,0.28620109407609,-0.5081785160661206,0.2614669224549144
613,0,2,7,0,1,0,0,0,2,-0.514028321337258,-1.0894061506305026,0.2486238697805144
1197,0,-1,1,3,1,0,0,0,2,1.255585190321607,0.7363187591273834,-0.0930815979088759
566,0,1,5,3,1,0,1,0,2,-0.8609187244051125,-0.5228169899079885,0.0362154332038623
563,0,-2,0,3,0,0,0,0,2,-2.25475072961198,-0.8849934227503041,-0.1972033452997607
410,0,1,1,2,2,0,0,0,2,0.0269133097092999,0.4569724513765879,-0.9323180723226874
217,0,0,1,5,0,4,1,0,2,0.5850656031609499,0.8720149922072836,-0.0341212078946665
869,0,1,2,3,2,0,0,1,2,0.0491599197091988,0.1535901291635916,-0.3376320580468404
973,0,1,1,7,3,1,0,3,2,1.3344649613162742,2.5454490536921512,0.2438679034516784
1083,0,0,2,2,2,0,0,0,2,-0.4379638718284249,1.1709393697620922,-0.6694661777786002
1153,1,0,1,8,1,1,0,0,2,0.4912800572794145,0.3268787477018218,0.2824840283928949
483,0,1,2,0,2,0,0,0,2,-0.451744937826698,0.6225603444028971,-1.4502642751600034
740,0,-1,2,7,2,0,0,2,2,-0.1556332551217319,-0.0658271629477731,0.5756480174503393
474,0,1,5,1,0,1,0,0,2,-1.968780234523588,-0.6970925747431655,-0.3772227058097872
156,0,0,2,6,0,4,2,0,2,0.4139252975941375,0.2512661486898283,0.2628132599521678
1412,0,0,2,9,3,1,0,2,2,0.5701329797281622,0.0238653585484722,0.503946529104312
1458,0,5,16,7,0,3,3,0,2,0.7000581615447615,-2.2443415668331816,1.4308096166359496
99,0,-2,0,5,3,0,0,0,2,2.129096052396225,2.424174311385063,0.1018834020688605
125,0,0,1,7,0,3,1,0,2,0.6356726214736758,0.8832274700705284,0.3426351101942135
745,0,0,0,7,2,0,0,4,2,-0.3552820641814314,-0.4952095634874951,0.0605221835992523
1370,0,1,0,3,2,0,0,0,2,0.0266667495328749,0.89862393368125,-0.7963422502669112
810,0,-2,5,12,3,0,0,4,2,0.5742079833389047,-1.1721180670476674,1.448703637156877
487,0,-1,0,6,3,0,0,2,2,0.2240386250462407,0.195991773200092,0.14166312423135
1307,0,4,23,10,0,1,1,0,2,1.354800362934388,-3.121499874501453,2.429348919628596
397,0,0,0,8,0,0,0,0,2,1.5290248133620836,3.938414760527395,0.4912235340617062
857,0,1,4,5,2,0,0,0,2,0.381252433442885,-0.1211807633268058,0.4098421501309397
211,1,0,1,5,2,1,0,1,2,0.3872777183932256,0.6750386839073257,-0.1319241350860553
1019,0,0,0,2,0,2,0,0,2,-0.1365618230700486,1.1265043447734977,-0.8343786698930112
910,0,0,0,0,2,0,0,0,2,-0.0909707664678495,1.744680465623048,-3.083121638508983
30,0,0,2,4,2,0,0,0,2,0.8339632373586658,3.5949521430179083,-0.6694661777786002
1373,0,-1,0,8,1,2,0,3,2,-0.2181232238864806,-1.2769624655572132,0.6507296296750196
1004,0,0,3,14,1,1,0,1,2,0.9830155226618849,-0.2898120088695028,1.1755692679897245
647,0,2,0,0,0,2,0,0,2,-0.6294641018013669,0.370759200303105,-3.083121638508983
433,0,-2,2,8,1,0,0,0,2,0.108303899167918,-1.044283792433913,0.9089402101254171
1112,0,1,2,4,1,3,1,0,2,-0.1862731224087534,-0.6963236305363137,-0.1916877616466806
447,0,0,0,4,3,0,0,3,2,0.042153239233861,1.0148280321300938,-0.6067443271901064
1171,0,1,3,4,1,2,1,0,2,-0.1988579028588963,-0.7432817601338901,-0.0605490633616263
898,0,0,3,6,2,0,0,0,2,0.4843270365808852,0.2920816713743698,0.5777911014305402
789,0,0,0,6,1,0,0,0,2,0.094603428384393,0.4381121903106685,-0.0628393257582121
1134,0,-1,3,10,1,1,0,0,2,0.445554550014082,-1.0467393031418148,1.1389589998854852
1189,0,0,2,5,2,0,1,0,2,0.4772785736226375,0.4652924629943563,0.4441516524952563
476,0,-1,1,3,0,0,1,0,2,-2.165051322520772,-0.9541139251955288,-0.2484837056186794
1436,0,2,7,12,0,3,5,0,2,1.5748131348150267,-0.8125035657772782,1.1880403703435254
199,0,-1,1,4,0,0,0,0,2,-1.354315719494628,-1.0367375826188754,-0.0930815979088759
132,0,0,0,7,3,2,0,2,2,0.888529404083565,1.0032546607800763,-0.0959202850856421
602,0,1,2,3,2,3,1,1,2,-0.059240729543255,0.0378869928918497,-0.52190711209343
66,0,0,1,2,1,1,0,0,2,-0.1170725413412047,0.9480257064175072,-0.7228418073095517
1170,0,1,1,3,1,1,0,0,2,-0.2491663629840853,-0.0372670825556315,-0.8913881069372537
1092,0,0,2,11,0,3,2,0,2,1.7280233896333337,1.6522641360920003,0.976933706598302
107,0,0,0,1,0,0,0,0,2,-2.5779883768980323,-0.5896050264489359,-1.4292430791377528
457,1,0,1,4,2,0,0,2,2,0.3102845848747795,0.7887791066486239,-0.2857830205239322
19,0,0,2,5,0,1,2,0,2,0.2499329336445756,0.8985413158214266,0.1338406049118214
970,0,1,5,2,1,0,0,0,2,-1.4460877667570289,-0.5885848221348832,-0.1120462877633449
140,0,-1,1,4,1,1,0,0,2,-0.0711888256248742,0.5103588026654888,0.2808866276779413
262,0,0,1,10,0,0,1,0,2,1.0701932895137638,0.9380267189513728,0.3954318215474736
751,0,-1,3,4,1,0,0,0,2,-1.4704345979803863,-0.7406475183497762,0.1704643868330532
243,0,0,3,2,0,0,0,0,2,-1.764947080089473,-1.0022364934564647,-0.1176276425413093
1105,1,0,7,6,3,0,0,3,2,0.4639064713655354,-0.3434684524872184,1.2590968767705166
1180,0,0,4,5,0,3,0,0,2,0.0322071555355365,-1.0228544765880647,0.5606896330970109
100,0,-2,2,8,2,0,0,0,2,0.3477325997716642,-0.2252922591033232,0.7882834074555626
1129,0,1,3,2,2,1,0,1,2,0.004341988028571,-0.3483288013623509,-0.1410115544878264
246,0,1,1,5,1,3,0,2,2,0.2698297092175442,-0.3419126176708151,-0.0664449289098566
1253,0,0,1,3,2,0,0,1,2,-0.4108630013312278,0.6139134237584865,-0.3480221970888834
1233,0,1,5,4,2,0,1,0,2,0.0543632516817022,-0.1625724950763574,0.2940212777699831
746,0,0,3,6,3,2,0,2,2,0.4132059600484033,-0.5999745190546836,0.427569584151852
375,0,-1,1,3,2,0,0,0,2,-0.6306514056844595,0.2832850010908081,-0.4076206004583028
1200,0,0,1,5,0,1,0,0,2,0.7523559671701862,2.171834345248618,0.1026232696989797
207,0,-1,1,9,1,1,0,1,2,0.4413508451445072,-0.7930748870801725,0.6876398254110577
1358,0,1,5,0,1,0,0,0,2,-0.3431990959027566,-0.791891576961689,-0.1477321386192573
1194,0,0,6,18,1,4,0,1,2,2.6223832548448143,-0.3237936696226313,2.3076881487625056
1449,0,0,4,8,1,1,2,3,2,-0.7266498266285276,-1.1106660159309625,0.63112077197565
160,0,1,3,0,1,0,0,0,2,-1.6695649237410537,-0.2788336001037789,-1.0285889672304127
935,0,0,3,4,2,0,0,0,2,0.1642608453557566,0.1592886404581231,0.2552601639492798
333,0,1,20,14,6,2,1,3,2,2.731946016907131,-1.3611276342967689,2.821664409847033
971,0,1,2,0,1,0,0,0,2,-1.2447300334799642,-0.2751089415931448,-1.4502642751600034
92,0,0,1,4,1,1,0,0,2,-0.1078017129438274,0.2977967263138635,0.2559358978011241
601,0,-1,0,3,1,0,0,1,2,-1.8069474177326936,-0.0322159477848548,-1.0173468788410764
824,0,5,28,13,1,1,2,0,2,2.543602091021816,-2.491038484991188,2.9216094848964205
1206,0,1,1,3,3,1,0,2,2,0.2518113279020879,0.4656147649020273,-0.6975248299845755
1396,1,0,3,4,2,0,0,0,2,-0.101041845129899,0.1303313020747191,0.2953424860794283
304,1,0,6,11,2,1,2,0,2,1.0054225264910186,-0.0727771853589882,1.2155222076461838
659,0,0,3,5,1,0,0,0,2,0.1347203643446373,-0.3659102787526839,0.4719691011612946
1453,0,0,3,4,1,0,0,2,2,-0.5391260568785843,-0.3662055835107793,0.2057540173563345
1356,0,5,28,13,0,1,2,0,2,2.4598674538383265,-2.600289014673569,2.9216094848964205
911,0,-1,0,4,2,0,0,1,2,-0.5101656556398313,-0.2797065537225429,-0.2162123488761245
1079,0,1,5,4,1,0,0,0,2,-0.6306746932143052,-0.4918054877279247,0.2807534442813237
624,0,1,1,1,1,1,0,1,2,-1.3425424808469424,-0.4201412828897771,-1.4175350884889713
755,0,0,1,3,2,1,0,1,2,0.0710295212319504,-0.1392485463128298,-0.3028697292131229
1178,0,0,0,5,3,0,0,3,2,-0.1802146792601844,0.3720317012086837,-0.0108114498531645
769,0,-1,0,3,2,1,0,0,2,0.1642294106041178,1.0457344866973008,-0.3078418764138155
409,0,1,2,2,1,1,0,0,2,-0.6774844449717762,-0.2105707988023188,-0.610509576106579
1261,0,0,0,1,0,0,0,0,2,-2.6485175462123345,-0.5554317553909865,-1.4292430791377528
943,0,0,0,2,0,0,0,0,2,-2.61069897902329,-0.6238644109452157,-0.8343786698930112
840,0,0,0,3,0,6,0,0,2,0.1677104957333655,1.0451061115097593,-0.599711492447174
1299,0,0,2,4,0,3,2,0,2,0.2191886228194975,0.4824959363354326,-0.0059049701695037
437,0,1,1,0,1,1,0,0,2,-0.3380947720732626,0.6407003561074467,-2.2705031364538315
499,0,0,1,3,2,0,0,0,2,-0.7263321749511015,0.3685483976439582,-0.5276755556893341
396,0,1,1,5,3,1,0,1,2,0.4642642455378957,0.67636986778625,-0.1479048390425743
1186,0,0,0,4,0,3,0,0,2,0.2598329018872896,1.095489691403421,-0.398639208532628
1313,0,-1,0,6,2,0,0,1,2,-0.1189017004487196,0.2748521406704741,0.1656270096876253
55,0,-2,4,12,2,1,2,4,2,0.1503616411957826,-1.30632065665884,1.262832736388506
899,0,0,2,2,0,0,0,0,2,-2.717597341363489,-0.6933824657798741,-0.4667330657140073
133,0,1,1,1,3,0,0,0,2,0.3691914682085567,1.2531061567813973,-1.5951347297925893
121,0,0,0,3,0,1,0,0,2,-0.0416635995467145,1.151300902327096,-0.599711492447174
495,0,0,0,2,1,2,0,0,2,-0.1368047299363333,0.3310735165996447,-0.6655388812355151
653,0,-1,0,2,0,0,0,0,2,-0.2172004527346834,1.0291993555094576,-0.6776015571111978
982,0,1,1,2,2,0,0,0,2,0.1040350560984082,0.6072600131253617,-0.9323180723226874
1424,0,0,0,1,0,1,0,0,2,-2.354882177397323,-0.3574634627501168,-1.657088937030828
47,0,-1,0,3,3,4,0,0,2,0.3906263735192116,1.4893885653982637,-0.4660937669843983
91,0,0,0,2,2,0,0,0,2,-0.8611017594031731,0.5300336328289053,-1.0725874867875456
10,0,0,1,3,2,0,0,0,2,0.0096494909049195,-0.2862019327665117,-0.3744170022148783
983,0,0,0,0,0,0,0,0,2,-0.6608274437667278,-0.4590940239637753,-3.083121638508983
525,0,0,2,4,3,0,0,2,2,-0.2435057916665421,0.5017839641111408,0.1374666795943804
844,1,0,3,11,3,1,0,4,2,0.8454825285521715,0.4777701271566437,1.0717356684369277
205,0,1,3,2,1,1,1,0,2,-0.4517662343447329,-0.120897693232286,-0.5643780698908115
325,1,0,2,2,1,3,0,0,2,0.8777798085274822,2.033541863654196,-0.2888066685655099
1149,0,1,3,6,1,5,2,0,2,0.8558548557395668,0.1997148565650919,0.2164345415720746
1064,0,-1,0,3,0,0,0,0,2,-3.544939389834996,-0.4773148511456287,-0.4008794591850361
646,0,1,2,3,3,0,0,2,2,0.2393638726405348,0.2264031892073418,-0.2681390851385732
879,0,0,1,4,2,1,0,1,2,0.3512608565119463,1.352890790874946,-0.2468263843437375
1113,0,0,3,3,1,0,0,0,2,-0.7836974064943261,-0.2141276148705637,-0.3872864174057741
445,0,0,0,9,0,0,0,0,2,-0.735818391304964,-0.834988346898979,0.9675860055732988
2,0,-2,3,10,1,1,0,1,2,0.376008365924292,-1.2450512136986558,1.0702529578346556
1185,0,0,3,4,3,1,2,0,2,0.7755706646698892,0.417933382667467,0.1511747256143842
830,0,1,3,2,2,0,0,1,2,0.0269357227925099,0.1075418136308348,-0.247378626336956
511,1,0,9,11,4,0,0,4,2,1.0386364725453483,-0.1307226672475277,1.6713312368185478
694,0,1,3,4,1,0,0,0,2,-0.3079570906448245,-0.1812834592510359,-0.0473619741507569
497,1,0,4,8,1,1,2,3,2,-0.7266498266285276,-1.1106660159309625,0.63112077197565
73,0,0,3,14,0,3,3,0,2,2.0674216042955327,1.8637652574141432,1.3630776796659694
809,0,-2,6,9,1,0,3,0,2,0.5997812869683393,-1.8805812280249343,1.4145392449806895
1245,0,1,1,4,2,1,0,3,2,-0.0531938271693862,-0.2751360461475225,-0.7213095232790213
533,0,1,3,4,2,0,0,2,2,-0.2573164076129472,-0.599684952241779,-0.1861916359888728
1158,0,-1,1,3,2,0,0,1,2,-0.3016089668735618,0.1461382630771869,-0.1626541604756387
1054,0,0,0,3,1,3,0,0,2,0.3672416700555524,1.6317963475820765,-0.599711492447174
1173,0,0,1,4,3,0,0,2,2,0.6623867722413146,2.4499707973708893,-0.6271021705952092
324,0,1,1,1,3,0,0,0,2,0.3691914682085567,1.402259979755725,-1.5951347297925893
1148,0,-1,2,6,2,0,0,2,2,-0.3486012879803838,-0.0689094768505176,0.4683807360274336
382,0,-1,0,2,2,0,0,0,2,-0.6076906173380939,0.2586606416867703,-0.6776015571111978
79,0,0,1,6,2,1,0,4,2,0.1831754153240507,0.6986669159538884,0.1060224305931793
927,0,0,1,4,3,1,0,1,2,0.2841661109578544,0.2074630382295726,-0.0016436238344729
1215,0,2,0,4,0,0,0,0,2,-0.2750808614392522,-0.4726894329688422,-0.398639208532628
697,0,0,3,5,1,1,3,0,2,0.4872534653062052,0.9951624246794042,0.1791086310042108
589,0,0,0,1,0,3,0,0,2,-1.0727242009516085,-0.5060902105963497,-1.8751348851183016
889,0,1,3,2,3,1,0,0,2,0.4645902642917737,0.3331950346574964,-0.3162936158739348
867,0,-1,2,4,2,0,0,0,2,-0.0145554946644794,-0.035390262796132,0.1249598881241102
579,0,1,5,2,1,0,1,0,2,-1.2879437771025557,-0.5370552012779258,-0.1120462877633449
1122,0,2,4,5,1,0,0,0,2,-0.112572851831481,-0.8257175266655213,0.2122812591947234
509,0,0,0,4,0,3,0,0,2,0.2698894240930081,1.1923932022773454,-0.2470104429767781
965,0,1,3,0,1,0,0,0,2,-1.1821048673964856,-0.8136769215493522,-0.7305291161164493
